cohort,chain,n_ep,sn,sigma_log,p,detected,n_pinned
immrep25_pos,B,20,2.1647888534080346,0.44246691342177835,0.003072225846553832,True,6
immrep25_pos,B,20,2.123656511268431,0.4721683198958703,0.005921796005972745,True,8
immrep25_pos,B,20,2.1660059695174345,0.4399273133823696,0.0029227414877983937,True,6
immrep25_pos,B,20,2.0527421280808107,0.4219984454582914,0.0036817145051949783,True,5
immrep25_pos,B,20,1.8840313800149953,0.4031307057413278,0.0065641993987329,True,8
immrep25_pos,B,20,2.049275154960664,0.43548475410686543,0.004714975848699105,True,5
immrep25_pos,B,20,2.132556892558037,0.4248033381693985,0.0026078945461659917,True,6
immrep25_pos,B,20,2.019484513830527,0.39944785128980675,0.0028884169917128416,True,4
immrep25_pos,B,20,1.6965066383841063,0.4170446681334562,0.023567965423861446,True,5
immrep25_pos,B,20,1.8105212554201515,0.40641208040478516,0.010540922572548265,True,9
immrep25_pos,B,20,1.8916214225894055,0.4544833240617859,0.013470710675892547,True,6
immrep25_pos,B,20,2.1053519347221306,0.38857580052357293,0.0014481738191387083,True,6
immrep25_pos,B,20,1.8687728832955792,0.4154378082276942,0.008720708649904096,True,5
immrep25_pos,B,20,2.016888764371999,0.4157043005082742,0.003958695859949067,True,5
immrep25_pos,B,20,1.9965907022257932,0.4127868694001229,0.004182264920850378,True,6
immrep25_pos,B,20,1.9076556244377831,0.41651000001778354,0.007172209733439072,True,4
immrep25_pos,B,20,2.0647045826841968,0.4112436070109685,0.002845819347116229,True,9
immrep25_pos,B,20,2.1541338983646177,0.4463468666695788,0.0034468607237596615,True,4
immrep25_pos,B,20,1.9986844099247743,0.35861912862300893,0.0013547084440542502,True,4
immrep25_pos,B,20,2.1669564680750444,0.4588104003617873,0.003995812777612745,True,4
immrep25_pos,B,20,2.0163709222710593,0.4037526302185504,0.0031895909750568104,True,7
immrep25_pos,B,20,1.901183706159655,0.4131835268534395,0.0070418865764199055,True,6
immrep25_pos,B,20,1.8648443844595533,0.43861394354718614,0.012475519028062555,True,8
immrep25_pos,B,20,2.0425537787630743,0.4253368410279701,0.004108308875716494,True,6
immrep25_pos,B,20,2.0033136209025604,0.41825389454874085,0.0044429199309681195,True,4
immrep25_pos,B,20,1.8765609972561488,0.4107640720402369,0.0077597529923709285,True,7
immrep25_pos,B,20,2.2188669164279835,0.4222915667527009,0.0016437287715390986,True,5
immrep25_pos,B,20,2.0244223487318385,0.4275255287227886,0.00467140417469008,True,6
immrep25_pos,B,20,1.655578140352621,0.36424233716653615,0.014553465551774206,True,5
immrep25_pos,B,20,1.917958474158408,0.3841008110574441,0.003824034731115245,True,7
immrep25_pos,B,20,1.5744440006372022,0.41166456898774373,0.04540898289755381,True,8
immrep25_pos,B,20,2.119868344084974,0.43062275935535105,0.0030814805645830753,True,5
immrep25_pos,B,20,1.8216519113136045,0.43010426760255444,0.013938407575533263,True,5
immrep25_pos,B,20,1.8050182865797888,0.37744555615188397,0.006753352973851634,True,7
immrep25_pos,B,20,2.252269525671438,0.4394572417546097,0.0019592978113510337,True,6
immrep25_pos,B,20,1.8101492292839667,0.4344483426208826,0.015703950645247444,True,9
immrep25_pos,B,20,2.1549333793862315,0.44360261454724437,0.003277766749589485,True,8
immrep25_pos,B,20,1.9998068638930122,0.44934606618972844,0.0074338403561701755,True,8
immrep25_pos,B,20,2.135274381866409,0.4330648576533184,0.0029897335683898778,True,6
immrep25_pos,B,20,2.0851618719382112,0.44890197951164046,0.004936929315854509,True,5
immrep25_pos,B,20,1.70199677349794,0.3732669840464969,0.012270252414196176,True,8
immrep25_pos,B,20,1.752210966266088,0.42762631412307556,0.019665620186653947,True,5
immrep25_pos,B,20,2.002141628970743,0.44333094600543754,0.006716729524590248,True,6
immrep25_pos,B,20,2.164920246577515,0.4396382821359159,0.002922554434309806,True,9
immrep25_pos,B,20,2.0470129455255295,0.4452608763423145,0.005577239265450512,True,9
immrep25_pos,B,20,1.8505425774467148,0.42307245328745935,0.010805335379130802,True,8
immrep25_pos,B,20,1.9411862027232987,0.4145405029314501,0.00579453104714845,True,5
immrep25_pos,B,20,1.9767417952208128,0.4290478058414155,0.006098114143624316,True,5
immrep25_pos,B,20,2.0094638042312183,0.40759339202038053,0.003555745758518074,True,5
immrep25_pos,B,20,2.176759205883723,0.45358979891470125,0.003514242579189038,True,6
immrep25_pos,B,20,2.1373373341221327,0.43946385723914266,0.0033118309646802523,True,5
immrep25_pos,B,20,1.8093960989181694,0.4116759159700281,0.011482269577473628,True,7
immrep25_pos,B,20,1.8079234226373595,0.3936555690637135,0.008750908515222394,True,5
immrep25_pos,B,20,1.9784946867177813,0.4105300282950335,0.004425751305421878,True,4
immrep25_pos,B,20,1.839628545526572,0.4360595984053537,0.01373664286507362,True,7
immrep25_pos,B,20,2.0436641955537227,0.4154279513834852,0.0034282395794399366,True,7
immrep25_pos,B,20,1.9819703430793403,0.43048354836218894,0.006076025472577936,True,9
immrep25_pos,B,20,2.2008093196302836,0.4134159216347327,0.0014994647033166615,True,6
immrep25_pos,B,20,1.5709493418534437,0.41267245740119624,0.04685105707001139,True,9
immrep25_pos,B,20,2.032490083164282,0.41117650892347696,0.003361931315853588,True,5
immrep25_pos,B,20,1.917285627611905,0.3811200492306815,0.003622999766524776,True,5
immrep25_pos,B,20,1.676277009596684,0.397676275697165,0.020713564125023454,True,8
immrep25_pos,B,20,1.9418374327114487,0.43485614783656773,0.007971164716248404,True,9
immrep25_pos,B,20,1.9213552480599088,0.3862014698338102,0.0039024334132395947,True,7
immrep25_pos,B,20,1.835545010995525,0.4119371880836962,0.00994338439086866,True,8
immrep25_pos,B,20,1.9814217455850374,0.4314103124030527,0.006183521210686843,True,5
immrep25_pos,B,20,2.213082499545606,0.46549874938399843,0.003644651419155576,True,7
immrep25_pos,B,20,2.134424719525084,0.3926340903740248,0.00135431850126204,True,4
immrep25_pos,B,20,2.1417780264946757,0.40688322689921697,0.0017598726392456618,True,6
immrep25_pos,B,20,2.1213362438251586,0.4396318936404523,0.0035798083258737627,True,8
immrep25_pos,B,20,1.8743648193036158,0.38531576577916016,0.0050774216511199665,True,5
immrep25_pos,B,20,2.1109320566198826,0.4612748917391431,0.005321895350773854,True,8
immrep25_pos,B,20,2.18735188208613,0.417084871521218,0.0017236917209919435,True,5
immrep25_pos,B,20,1.7178117609129866,0.410832141306619,0.01923632604414255,True,5
immrep25_pos,B,20,1.880059360362904,0.3898051685134705,0.005325826769485299,True,6
immrep25_pos,B,20,1.7455513183221076,0.3684888598306403,0.008475964590984915,True,4
immrep25_pos,B,20,2.007326255049823,0.4270789545457359,0.0050548629347566395,True,9
immrep25_pos,B,20,1.939428801164346,0.42916907977876184,0.007399444719970898,True,7
immrep25_pos,B,20,1.9151376171797239,0.4120197537195799,0.00640058745810745,True,7
vdjdb_hq,A,20,2.596805466442085,0.5940816980366502,0.0056401785808168755,True,1
vdjdb_hq,A,20,4.343864654639285,0.45788973871667044,5.528756275887827e-06,True,1
vdjdb_hq,A,20,2.325205705440374,0.4919676854056345,0.003509265994458169,True,0
vdjdb_hq,A,20,3.0765946117127405,0.5634070162924845,0.0010213907702460395,True,3
vdjdb_hq,A,20,3.091379035180817,0.51898179425971,0.00045976864391239285,True,0
vdjdb_hq,A,20,2.630629326495148,0.4245792741375617,0.0002910266982977721,True,0
vdjdb_hq,A,20,3.359059060789043,0.5976352427796776,0.0008833413979003177,True,0
vdjdb_hq,A,20,3.0251286551776637,0.40485137160218515,3.9926723217487406e-05,True,1
vdjdb_hq,A,20,2.6800643103429667,0.6188020148682756,0.005971244098296277,True,0
vdjdb_hq,A,20,3.76746220346532,0.5010811620113274,5.805157608489977e-05,True,0
vdjdb_hq,A,20,2.7445223697303107,0.5273521787022298,0.0014574574483088372,True,1
vdjdb_hq,A,20,2.995939740080841,0.4430078602119504,0.00012154213599456704,True,1
vdjdb_hq,A,20,4.218141199360722,0.4654798284508255,8.867445589170737e-06,True,0
vdjdb_hq,A,20,2.127405724239306,0.4208410348874898,0.0024841500807730923,True,1
vdjdb_hq,A,20,2.3699246225977726,0.40509975814469745,0.0005604620678286238,True,3
vdjdb_hq,A,20,4.63121646809209,0.4590386054560126,3.2527489114768616e-06,True,1
vdjdb_hq,A,20,3.6242453169725435,0.45929669395731665,2.9711640495553015e-05,True,0
vdjdb_hq,A,20,3.703340112611926,0.4181889376373196,7.570733188591771e-06,True,1
vdjdb_hq,A,20,3.224212424966085,0.5438221565009632,0.0005067764214457652,True,0
vdjdb_hq,A,20,3.4393858864005273,0.5862927808945628,0.0006207320662482185,True,1
vdjdb_hq,A,20,3.4333949754189304,0.49510741277265524,0.00011401645458150475,True,0
vdjdb_hq,A,20,3.4239671455979965,0.512056521324091,0.00016745042497276242,True,0
vdjdb_hq,A,20,3.1150666472346606,0.5292491933425655,0.000519960162531306,True,0
vdjdb_hq,A,20,3.117227952840572,0.4482540768391665,9.375890164966175e-05,True,1
vdjdb_hq,A,20,2.9083111387015914,0.4593020734571664,0.00023731324977149435,True,2
vdjdb_hq,A,20,2.8421578503411484,0.5443960862818166,0.0014301348282291604,True,0
vdjdb_hq,A,20,3.4112976888100075,0.4938018575569137,0.00011729112502952527,True,0
vdjdb_hq,A,20,4.086363349744279,0.499823637220254,2.8140844857260582e-05,True,0
vdjdb_hq,A,20,3.9710469714535237,0.45430562737493113,1.1215545543950533e-05,True,0
vdjdb_hq,A,20,3.045553517907432,0.5627531106542363,0.0010950549306659853,True,0
vdjdb_hq,A,20,3.2791356916496195,0.5135391955410143,0.00024997687285197934,True,2
vdjdb_hq,A,20,2.9020685265009187,0.42380455139828865,0.00010337577203987216,True,0
vdjdb_hq,A,20,3.169619757432087,0.5019542209289332,0.00026624642707542053,True,2
vdjdb_hq,A,20,3.854413962095941,0.5387268672982011,0.00010774166530681005,True,0
vdjdb_hq,A,20,2.5794199605456694,0.44765266611204724,0.000594372719716861,True,0
vdjdb_hq,A,20,2.6442620338864957,0.37095245279470357,6.487285039130478e-05,True,1
vdjdb_hq,A,20,2.9592108161020576,0.4963498708262815,0.0004376617009827726,True,1
vdjdb_hq,A,20,2.9872402189690517,0.5631936653606122,0.0012838320984693565,True,2
vdjdb_hq,A,20,3.636406404417809,0.5764147128370545,0.00034479629668739,True,0
vdjdb_hq,A,20,2.6331836849294032,0.4771440241608936,0.0008766344323373112,True,1
vdjdb_hq,A,20,3.610791447597657,0.5486853090272823,0.00022148826540622658,True,1
vdjdb_hq,A,20,2.3375619023925016,0.4669464309042414,0.002228532824874701,True,0
vdjdb_hq,A,20,2.8305093643388246,0.6463131865779466,0.005554784827541527,True,2
vdjdb_hq,A,20,3.346528046668302,0.5453059018589425,0.00038437748131336756,True,2
vdjdb_hq,A,20,3.071703267554972,0.5102411317115461,0.0004120615837918542,True,0
vdjdb_hq,A,20,2.9324943273238575,0.5882952407993614,0.0021291708836575474,True,0
vdjdb_hq,A,20,2.9438665283468364,0.5194402065859627,0.0007038343576843049,True,1
vdjdb_hq,A,20,3.2810774786961243,0.5616220913393724,0.0005973668452453498,True,0
vdjdb_hq,A,20,3.541261693439218,0.46392603911627234,4.1425295040236116e-05,True,1
vdjdb_hq,A,20,2.4583159068866474,0.5276195339205176,0.003672597709210597,True,0
vdjdb_hq,A,20,4.412647934898219,0.4454653057500699,3.3422429043010988e-06,True,0
vdjdb_hq,A,20,3.9359709759894876,0.535937710808085,8.58870286229895e-05,True,2
vdjdb_hq,A,20,3.5792356831238297,0.555875743405598,0.00027133803085327136,True,0
vdjdb_hq,A,20,3.0399112400238453,0.5768066444711754,0.001375450228864967,True,0
vdjdb_hq,A,20,3.464203520969495,0.49550480206132697,0.00010631849280542001,True,1
vdjdb_hq,A,20,3.969929264624064,0.6197981783187791,0.00036875035898435206,True,1
vdjdb_hq,A,20,2.406791206300738,0.42504845317724194,0.0007432751681338084,True,0
vdjdb_hq,A,20,2.903627701503883,0.546136348899557,0.0012352309472950802,True,1
vdjdb_hq,A,20,3.703808122992184,0.3739203701288106,1.7090387696678097e-06,True,1
vdjdb_hq,A,20,2.7822629677224104,0.4770402699564359,0.0005243169165156918,True,0
vdjdb_hq,A,20,2.5436980481150337,0.5895050782332634,0.00621929335648358,True,1
vdjdb_hq,A,20,3.0804401321525825,0.5206550288725245,0.0004887487690480515,True,2
vdjdb_hq,A,20,2.941628074705925,0.499784896085482,0.0004931513667144674,True,1
vdjdb_hq,A,20,2.4889927007801824,0.5695172451184707,0.005768009176086386,True,0
vdjdb_hq,A,20,3.8346254107586772,0.5324410338880177,9.879535611570753e-05,True,1
vdjdb_hq,A,20,3.103292302304156,0.4543668153737443,0.00011355935305656964,True,0
vdjdb_hq,A,20,2.762536697879153,0.48035219446884503,0.0005978485857393371,True,2
vdjdb_hq,A,20,4.221191907404251,0.4864772888467833,1.5339152647847687e-05,True,1
vdjdb_hq,A,20,2.6902757183864274,0.4839727762303289,0.0008176872121483036,True,1
vdjdb_hq,A,20,2.318719594542718,0.40716328709962574,0.00074589120341856,True,0
vdjdb_hq,A,20,3.2390034697528867,0.5520918394882729,0.0005635490923257324,True,2
vdjdb_hq,A,20,3.847048954331589,0.5568257107897064,0.00015611828012106768,True,1
vdjdb_hq,A,20,4.020078846206441,0.5952174951679879,0.00022397775954748682,True,2
vdjdb_hq,A,20,2.582501558767655,0.5954093657257892,0.005963194559778074,True,0
vdjdb_hq,A,20,4.0615041097096904,0.4509867259237557,8.320282597816287e-06,True,0
vdjdb_hq,A,20,3.136906966097832,0.4953947327632491,0.000255334347132391,True,1
vdjdb_hq,A,20,3.352002324830634,0.5255888661201494,0.00026263336863101603,True,3
vdjdb_hq,A,20,3.887494965787565,0.5190674498314174,6.6450831742789e-05,True,0
vdjdb_hq,A,20,3.5309948628285204,0.5460865638477105,0.0002525474298466078,True,0
vdjdb_hq,A,20,2.4049810042254784,0.5516856705453895,0.00603588157172234,True,0
vdjdb_hq,A,20,2.540567364985158,0.4057540097343895,0.00026663154659543024,True,1
vdjdb_hq,A,20,2.5942476167833646,0.5589196870429846,0.0036593882639804325,True,0
vdjdb_hq,A,20,2.482755149567845,0.5075605352126783,0.0025077953391857387,True,0
vdjdb_hq,A,20,3.266560261191073,0.4800901034295601,0.0001276259997036811,True,0
vdjdb_hq,A,20,2.737874381877237,0.478439705294322,0.0006257550435375192,True,0
vdjdb_hq,A,20,2.2913849934647423,0.497697197873754,0.004351121786956544,True,3
vdjdb_hq,A,20,3.347187188639623,0.5816522311710736,0.0007087864265498786,True,2
vdjdb_hq,A,20,2.3404733068362513,0.49882996613603503,0.003673996594948182,True,2
vdjdb_hq,A,20,3.848549879706416,0.5822324525944531,0.0002476024080124228,True,0
vdjdb_hq,A,20,3.3388162412359152,0.5376021633053687,0.0003404325714178253,True,0
vdjdb_hq,A,20,3.978260381260632,0.4624978070596436,1.3799408244711153e-05,True,4
vdjdb_hq,A,20,3.661620013102052,0.5004474132784347,7.317735775808639e-05,True,0
vdjdb_hq,A,20,3.333606339038185,0.46444752088004165,7.350942959393019e-05,True,0
vdjdb_hq,A,20,2.8969767641000104,0.40508006872453795,6.362885376543367e-05,True,0
vdjdb_hq,A,20,3.5329469648656686,0.4878808916198896,7.527420766246841e-05,True,0
vdjdb_hq,A,20,2.403261275871734,0.5923338427343079,0.00969524083540372,True,1
vdjdb_hq,A,20,2.9572122500570472,0.56660905054697,0.0014633549588946053,True,0
vdjdb_hq,A,20,3.9401409858961456,0.5667128449356127,0.0001561339130678391,True,1
vdjdb_hq,A,20,2.181405266723812,0.444531404525887,0.002951904328295285,True,1
vdjdb_hq,A,20,2.072122961910686,0.4579294558053694,0.006026449900082578,True,1
vdjdb_hq,A,20,2.6063810781466192,0.45581867589473185,0.0006355654027716276,True,0
vdjdb_hq,A,20,1.9168514362534446,0.42245449105278715,0.007501487920029743,True,4
vdjdb_hq,A,20,2.9953047012269964,0.5390768604581637,0.0008539774528985631,True,0
vdjdb_hq,A,20,2.475687327008988,0.37413647106929243,0.00015384855870182278,True,1
vdjdb_hq,A,20,2.905215200058326,0.39302404559871273,4.3614365894626676e-05,True,0
vdjdb_hq,A,20,3.0715171761440105,0.4119167205542408,4.1664612083422256e-05,True,3
vdjdb_hq,A,20,3.383071934640513,0.5376619828183085,0.00030585184227868294,True,2
vdjdb_hq,A,20,3.779719895853804,0.4611320560116001,2.1181934869288393e-05,True,0
vdjdb_hq,A,20,2.82881050958915,0.5539735873734604,0.0017198075288866572,True,2
vdjdb_hq,A,20,2.744380119173549,0.4583232611187353,0.00040608807060487116,True,1
vdjdb_hq,A,20,2.218872101073794,0.49930927451110624,0.005892705191466891,True,2
vdjdb_hq,A,20,2.4413096190265144,0.38795319252191196,0.00026346167553528346,True,2
vdjdb_hq,A,20,3.224300597999323,0.49108856001490125,0.00018259252354289171,True,2
vdjdb_hq,A,20,3.4459417925310523,0.4910566503184185,0.0001009250746198141,True,2
vdjdb_hq,A,20,3.813665873813201,0.5059673419957889,5.842120799305363e-05,True,1
vdjdb_hq,A,20,2.672834754239645,0.41712895150791895,0.0002056011646767927,True,0
vdjdb_hq,A,20,2.931595340587054,0.5657705860537281,0.0015469148566648121,True,1
vdjdb_hq,A,20,2.3021812205459598,0.43296233120726524,0.0013853798603012965,True,0
vdjdb_hq,A,20,2.359772079058419,0.45354922538695497,0.001602940751896908,True,1
vdjdb_hq,A,20,2.9040460183717625,0.49028478549075377,0.00046020766910324153,True,1
vdjdb_hq,A,20,2.987893196476387,0.4574582499474656,0.0001756731792904054,True,3
vdjdb_hq,A,20,3.0158110028228635,0.43933358809598533,0.00010398669768978068,True,1
vdjdb_hq,A,20,2.228069778969348,0.5438807015296298,0.010000897169010618,True,1
vdjdb_hq,A,20,4.71166961750039,0.4367449819497298,1.420309535010579e-06,True,0
vdjdb_hq,A,20,3.35058170046104,0.533979185614245,0.0003091634330960315,True,0
vdjdb_hq,A,20,3.086889572440666,0.472487215734326,0.00018125310168647473,True,0
vdjdb_hq,A,20,3.0134276712336754,0.43824044126086403,0.00010198444029532933,True,1
vdjdb_hq,A,20,2.631416802935311,0.377275733346727,8.297849434932014e-05,True,0
vdjdb_hq,A,20,2.7473615296293006,0.46113592467459874,0.0004265051015980901,True,1
vdjdb_hq,A,20,3.855828587632955,0.46989709648149036,2.2221744588609732e-05,True,0
vdjdb_hq,A,20,3.1459552499051067,0.5218595697281243,0.00041793498698196985,True,1
vdjdb_hq,A,20,3.4829412676037226,0.5538406765386453,0.0003249186564944061,True,2
vdjdb_hq,A,20,2.928381911968183,0.47279653362731544,0.00029822277322253933,True,1
vdjdb_hq,A,20,3.1332105658227234,0.5130893907404128,0.00036657956300771766,True,1
vdjdb_hq,A,20,2.7108130937500188,0.4933863205147826,0.00090794601656204,True,0
vdjdb_hq,A,20,2.5262504698809396,0.48478489829950117,0.0014758996470019767,True,0
vdjdb_hq,A,20,3.2402377601790056,0.5142381727842137,0.0002807844362927241,True,0
vdjdb_hq,A,20,2.5813003727862394,0.5266344301992926,0.0024100744018314534,True,1
vdjdb_hq,A,20,2.956490273240981,0.4415174434889143,0.0001336107299813614,True,0
vdjdb_hq,A,20,3.983284692419882,0.43275742881449125,5.851916940149813e-06,True,0
vdjdb_hq,A,20,3.2727558641740933,0.4386916522533824,4.5708949931659344e-05,True,1
vdjdb_hq,A,20,4.232781988382874,0.5094247112791842,2.629136250511205e-05,True,1
vdjdb_hq,A,20,2.1605553604023804,0.4496876147635389,0.0035410548241830587,True,1
vdjdb_hq,A,20,2.0730270346053064,0.4058806535692217,0.0024588656577749007,True,0
vdjdb_hq,A,20,3.17407724471853,0.46026269396650016,0.00010541222629189921,True,0
vdjdb_hq,A,20,3.666981402433659,0.5556183342565303,0.0002228640572228104,True,1
vdjdb_hq,A,20,4.162772780729111,0.54303475522307,6.34926700617576e-05,True,1
vdjdb_hq,A,20,3.2514360385709606,0.6141962943352898,0.0014239235329378168,True,1
vdjdb_hq,A,20,3.727152189462008,0.4733179894866968,3.289185543693979e-05,True,1
vdjdb_hq,A,20,3.907201552726695,0.569117634787825,0.00017421111156414623,True,0
vdjdb_hq,A,20,2.69677121399698,0.46968570234653256,0.0006065474485832103,True,1
vdjdb_hq,A,20,2.638720917183034,0.38156061127058777,9.111468846039833e-05,True,0
vdjdb_hq,A,20,2.3830700217990324,0.4803086202799679,0.002333596549611193,True,0
vdjdb_hq,A,20,2.752375051455698,0.4411995169079098,0.00027031962496361605,True,0
vdjdb_hq,A,20,2.4518630494050915,0.6032819544444249,0.009437475114190009,True,1
vdjdb_hq,A,20,3.4609342119212787,0.5144198861945293,0.00016038231581209646,True,0
vdjdb_hq,A,20,2.8009143634398996,0.49394754811819397,0.0006838222036121989,True,1
vdjdb_hq,A,20,3.2487083529854037,0.5746021507159337,0.0007971659649714291,True,1
vdjdb_hq,A,20,3.721473676548925,0.5404934872011459,0.00014830745409605682,True,1
vdjdb_hq,A,20,3.4088164488509465,0.5549858860553079,0.00039368466334511256,True,0
vdjdb_hq,A,20,2.7226943429011823,0.4205017409001153,0.0001841647033368647,True,1
vdjdb_hq,A,20,2.9587634874173983,0.49100057511919204,0.000394408782286784,True,0
vdjdb_hq,A,20,3.4935658469788953,0.5092690178961382,0.00013294906306290073,True,1
vdjdb_hq,A,20,4.875314483456738,0.4475475836084014,1.473178390979274e-06,True,2
vdjdb_hq,A,20,3.926345342568195,0.5310813483481556,7.916935039508765e-05,True,1
vdjdb_hq,A,20,3.556392126459333,0.5405021456419883,0.0002144450769163251,True,0
vdjdb_hq,A,20,2.4221586006729456,0.5572498012695121,0.006117645470738868,True,3
vdjdb_hq,A,20,2.583180218060409,0.5419023316367918,0.002995151614594215,True,2
vdjdb_hq,A,20,2.9880703066128294,0.5723342404464594,0.0014698775008185347,True,1
vdjdb_hq,A,20,1.6977970305975616,0.3703799575342733,0.012042763589055438,True,0
vdjdb_hq,A,20,3.5061057953365657,0.5989697947355666,0.0006561654836524903,True,0
vdjdb_hq,A,20,3.661974861413235,0.5930694257375275,0.0004322378177575637,True,0
vdjdb_hq,A,20,2.682610336918221,0.4530192337121347,0.000452542411155436,True,1
vdjdb_hq,A,20,2.442188745105246,0.49255208929542743,0.0022846234885616533,True,0
vdjdb_hq,A,20,3.06075000009999,0.46110280689497757,0.00015177787373495127,True,2
vdjdb_hq,A,20,2.613062848169004,0.35679052426975405,4.782351624094674e-05,True,1
vdjdb_hq,A,20,2.8086158711381253,0.4995097767974197,0.0007397517405388813,True,4
vdjdb_hq,A,20,3.693287385484648,0.5481105590359696,0.0001827901890565943,True,0
vdjdb_hq,A,20,2.66248255902825,0.5685857207224401,0.0034017429842311117,True,1
vdjdb_hq,A,20,2.5674755781554235,0.4554795256787784,0.0007307288710807093,True,0
vdjdb_hq,A,20,3.2577360280135976,0.46837916964959553,0.00010001885680686696,True,1
vdjdb_hq,A,20,3.5614797438886727,0.5259855744471721,0.0001594171451004303,True,1
vdjdb_hq,A,20,2.687105427633381,0.5400510770878699,0.0021146305912749424,True,0
vdjdb_hq,A,20,3.0988847597548133,0.5010742681867114,0.0003190837465612691,True,1
vdjdb_hq,A,20,2.838251157539447,0.45998130202802984,0.00030440975327316846,True,0
vdjdb_hq,A,20,2.8322623540068332,0.46367376264575144,0.0003364000370241555,True,1
vdjdb_hq,A,20,2.8633908614370442,0.5318528425814739,0.0010998572508803285,True,1
vdjdb_hq,A,20,2.8508963778345753,0.5199828336918675,0.00093445297869781,True,0
vdjdb_hq,A,20,2.9174790956494823,0.5489551287362239,0.001242661017168165,True,1
vdjdb_hq,A,20,2.91376679964675,0.5634297079731646,0.0015670984688700039,True,1
vdjdb_hq,A,20,3.7898664351093077,0.37107326070615676,1.2093260790716523e-06,True,2
vdjdb_hq,A,20,4.988825099782392,0.4114041027139284,3.645419772886427e-07,True,0
vdjdb_hq,A,20,3.5093001467465115,0.6271224134811548,0.0009893884143712048,True,1
vdjdb_hq,A,20,1.9022740688782809,0.426062076889227,0.008566499680926307,True,0
vdjdb_hq,A,20,1.8345841664927702,0.3725854539243631,0.00511873593042355,True,0
vdjdb_hq,A,20,2.355435114158798,0.501120810529658,0.0035956518784818047,True,1
vdjdb_hq,A,20,3.557419402120508,0.5135330160892659,0.00012457958901810403,True,1
vdjdb_hq,A,20,1.9295345351971007,0.44803745702990594,0.010258487908219002,True,2
vdjdb_hq,A,20,3.401994296281448,0.580101134153365,0.0006107787665262487,True,1
vdjdb_hq,A,20,2.4135455124875427,0.46560691709291036,0.001607415956756427,True,0
vdjdb_hq,B,20,2.3449050217943146,0.4151964149829809,0.0007898840242602183,True,5
vdjdb_hq,B,20,4.082768274245382,0.552320096858006,8.951839216821724e-05,True,3
vdjdb_hq,B,20,3.366114476470653,0.506737277538734,0.00017373630681886078,True,4
vdjdb_hq,B,20,4.48833135935011,0.4655053290255516,5.1430612056446985e-06,True,4
vdjdb_hq,B,20,2.964135731725872,0.42356605914709455,8.268001186434971e-05,True,3
vdjdb_hq,B,20,3.3773633833529777,0.4458894713059796,4.0726110020568274e-05,True,1
vdjdb_hq,B,20,3.0168108271144876,0.4660124029270002,0.00019456641611258782,True,6
vdjdb_hq,B,20,3.5056904353134555,0.4725904033234328,5.6277491316558737e-05,True,3
vdjdb_hq,B,20,4.8637607983756235,0.5028786274503132,7.1253983922668794e-06,True,1
vdjdb_hq,B,20,3.3800426171362288,0.46113954461649953,5.9583189082962356e-05,True,7
vdjdb_hq,B,20,2.8735978413186603,0.4549154441945936,0.00024151429623171604,True,5
vdjdb_hq,B,20,3.3551383023623615,0.4839626676145312,0.0001092776009505768,True,5
vdjdb_hq,B,20,2.807567076929286,0.566290083603528,0.002184515365158585,True,1
vdjdb_hq,B,20,2.56856776600155,0.46036585351425635,0.0008022555699626475,True,4
vdjdb_hq,B,20,2.0698991042279533,0.3524087971794934,0.0007498196560374152,True,8
vdjdb_hq,B,20,2.853965399226015,0.43747522025389973,0.00017226132696505624,True,6
vdjdb_hq,B,20,2.3299536043315343,0.4736708485364539,0.00257399250217479,True,7
vdjdb_hq,B,20,2.905253783513115,0.4334362317153912,0.00013046878839829544,True,4
vdjdb_hq,B,20,4.424116052440191,0.5165439081501112,2.159343837242702e-05,True,6
vdjdb_hq,B,20,4.378365681537854,0.4810329990561206,9.729446975633863e-06,True,2
vdjdb_hq,B,20,2.685598402873387,0.37587364304341525,6.29549610038278e-05,True,4
vdjdb_hq,B,20,3.5737697216097466,0.43769966675962696,1.8956741367294082e-05,True,5
vdjdb_hq,B,20,3.5442993898448196,0.5080090825592043,0.00011436294594547385,True,4
vdjdb_hq,B,20,3.2407331074056906,0.6245244920983302,0.0016775401145627596,True,5
vdjdb_hq,B,20,4.657693209111112,0.4377697473887929,1.6258810879688247e-06,True,1
vdjdb_hq,B,20,4.812213989798845,0.5658238955535194,3.329518595880382e-05,True,2
vdjdb_hq,B,20,5.920978541771782,0.44628751171796305,2.7282308227701295e-07,True,2
vdjdb_hq,B,20,2.270260888655972,0.4339039214718574,0.0016273510904552325,True,3
vdjdb_hq,B,20,3.4925650870770433,0.47237477006822687,5.793358283557648e-05,True,6
vdjdb_hq,B,20,2.761536616943977,0.476718369658129,0.0005584732138167773,True,6
vdjdb_hq,B,20,3.376195749398297,0.5841004259828732,0.0006899623017119372,True,9
vdjdb_hq,B,20,2.616015215496995,0.4193659711331765,0.0002723415608851969,True,8
vdjdb_hq,B,20,2.6319440037432353,0.5206083732659482,0.0018643861635394758,True,6
vdjdb_hq,B,20,5.896072410880454,0.4273890638739421,1.4911922208765966e-07,True,3
vdjdb_hq,B,20,2.6458772739531753,0.4094821719120116,0.0001889098645822808,True,4
vdjdb_hq,B,20,3.1747078326348297,0.4787282532458404,0.00016065012918403164,True,5
vdjdb_hq,B,20,4.571816174393757,0.49757790499587534,1.0359936392272409e-05,True,3
